2017-12-6-0-21-28    UserID [24]    Transaction Complete 
2017-12-6-0-21-29    UserID [9]    Transaction Complete 
2017-12-6-0-21-29    UserID [8]    Transaction Complete 
2017-12-6-0-21-29    UserID [17]    Transaction Complete 
2017-12-6-0-21-29    UserID [21]    Transaction Complete 
2017-12-6-0-21-29    UserID [12]    Transaction Complete 
2017-12-6-0-21-29    UserID [6]    Transaction Complete 
2017-12-6-0-21-29    UserID [19]    Transaction Complete 
2017-12-6-0-21-29    UserID [27]    Transaction Complete 
2017-12-6-0-21-29    UserID [18]    Transaction Complete 
2017-12-6-0-21-29    UserID [20]    Transaction Complete 
2017-12-6-0-21-29    UserID [15]    Transaction Complete 
2017-12-6-0-21-29    UserID [16]    Transaction Complete 
2017-12-6-0-21-29    UserID [5]    Transaction Complete 
2017-12-6-0-21-29    UserID [22]    Transaction Complete 
2017-12-6-0-21-29    UserID [26]    Transaction Complete 
2017-12-6-0-21-29    UserID [4]    Transaction Complete 
2017-12-6-0-21-29    UserID [13]    Transaction Complete 
2017-12-6-0-21-29    UserID [23]    Transaction Complete 
2017-12-6-0-21-29    UserID [14]    Transaction Complete 
2017-12-6-0-21-29    UserID [28]    Transaction Complete 
2017-12-6-0-21-29    UserID [25]    Transaction Complete 
2017-12-6-0-21-29    UserID [1]    Transaction Complete 
2017-12-6-0-21-29    UserID [29]    Transaction Complete 
2017-12-6-0-21-29    UserID [10]    Transaction Complete 
2017-12-6-0-21-29    UserID [11]    Transaction Complete 
2017-12-6-0-21-29    UserID [2]    Transaction Complete 
2017-12-6-0-21-29    UserID [7]    Transaction Complete 
2017-12-6-0-21-29    UserID [3]    Transaction Complete 
2017-12-6-0-21-29    UserID [0]    Transaction Complete 
2017-12-6-0-21-29    UserID [24]    Transaction Complete 
2017-12-6-0-21-30    UserID [9]    Transaction Complete 
2017-12-6-0-21-30    UserID [25]    Transaction Complete 
2017-12-6-0-21-30    UserID [4]    Transaction Complete 
2017-12-6-0-21-30    UserID [10]    Transaction Complete 
2017-12-6-0-21-30    UserID [27]    Transaction Complete 
